NodeID,Zone,Latitude,Longitude,ConnectedTo,Distance,BackupCount,Backup1,Backup2,Backup3,Backup4,Backup5,ActiveUsers,AvgBandwidth
58,West,12.150839,76.753743,6624,93,1,7657,-1,-1,-1,-1,115,80
59,Central,12.05809,76.668206,9246,85,0,-1,-1,-1,-1,-1,92,83
60,West,12.09071,76.68851,823,34,3,5363,3467,7449,-1,-1,217,44
61,West,12.133477,76.835361,6906,33,0,-1,-1,-1,-1,-1,290,3
62,Central,12.065626,76.835576,3673,84,0,-1,-1,-1,-1,-1,449,84
63,North,12.27627,76.834884,3266,3,4,2496,3908,2068,7758,-1,392,15
64,Central,12.334327,76.68951,4198,99,2,2749,9926,-1,-1,-1,360,96
65,North,12.283338,76.59913,5096,14,4,420,5111,9433,6149,-1,253,92
66,South,12.072799,76.757184,3978,14,5,4941,9837,1983,9272,672,227,69
67,West,12.248456,76.570687,5590,2,3,8031,1729,7102,-1,-1,235,82
68,West,12.262193,76.680646,8548,84,2,8817,7921,-1,-1,-1,288,56
69,Central,12.130519,76.805514,1419,36,3,3995,7613,9336,-1,-1,362,86
70,West,12.150919,76.698292,5325,24,3,3475,5813,4232,-1,-1,224,36
71,Central,12.260355,76.632881,166,67,1,1402,-1,-1,-1,-1,173,93
72,West,12.196573,76.777449,7800,83,5,8041,7342,282,1524,4820,163,52
73,South,12.141862,76.724467,7753,71,4,5632,6971,9017,5419,-1,230,90
74,West,12.131275,76.625421,1976,93,1,5169,-1,-1,-1,-1,111,96
75,Central,12.335263,76.757049,3138,28,5,7933,4530,9659,8595,9777,194,13
76,South,12.138874,76.658264,4952,2,5,8751,2073,4494,745,893,333,38
77,South,12.241361,76.775838,1680,2,4,4658,7690,7843,7216,-1,224,24
78,North,12.125744,76.808517,1869,9,3,8056,1213,9453,-1,-1,372,88
79,North,12.095518,76.793343,4978,11,1,1940,-1,-1,-1,-1,335,98
80,West,12.231895,76.787222,3697,100,4,6232,7381,7253,4871,-1,490,76
81,West,12.141614,76.736308,9988,95,0,-1,-1,-1,-1,-1,440,27
82,South,12.129394,76.574356,3929,23,4,1229,2564,43,6693,-1,280,89
83,Central,12.190974,76.559792,4720,91,2,7438,1166,-1,-1,-1,401,30
84,East,12.286348,76.737517,3241,55,0,-1,-1,-1,-1,-1,328,29
85,South,12.322523,76.797989,1169,8,1,5039,-1,-1,-1,-1,354,96
86,Central,12.326358,76.681746,7679,89,2,6594,4460,-1,-1,-1,306,70
87,West,12.181328,76.729411,7078,95,2,9891,4102,-1,-1,-1,63,12
88,South,12.338573,76.800788,9424,76,0,-1,-1,-1,-1,-1,441,87
89,East,12.222874,76.778933,2870,61,4,7245,4557,2973,9590,-1,273,82
90,West,12.340717,76.691003,6690,43,2,1713,2634,-1,-1,-1,218,53
91,West,12.136465,76.833558,9012,5,3,1442,5153,4135,-1,-1,215,15
92,West,12.309473,76.797478,18,85,4,7569,6770,888,3073,-1,315,47
93,Central,12.276933,76.737623,845,27,2,8998,2146,-1,-1,-1,197,57
94,West,12.086428,76.841944,9975,31,5,2594,5091,9024,224,9048,258,12
95,South,12.347677,76.823879,7560,16,5,2522,8165,4781,8337,4479,262,62
96,West,12.123119,76.71538,6284,25,4,8327,2236,1143,4526,-1,445,54
97,East,12.330275,76.702321,42,37,5,4891,9616,9501,8022,2434,278,69
98,West,12.153537,76.715575,8903,49,3,5272,3090,3912,-1,-1,342,50
99,South,12.306804,76.673233,5213,96,3,6246,6325,2492,-1,-1,303,5
100,South,12.200687,76.727054,1644,57,0,-1,-1,-1,-1,-1,319,59
101,North,12.266733,76.672994,2529,10,3,4342,5546,6512,-1,-1,382,11
102,East,12.305702,76.807803,6226,41,5,7994,8864,588,1121,3846,373,88
103,East,12.349228,76.77403,7110,13,5,1646,7269,2725,4906,474,73,42
104,North,12.13801,76.662452,2385,32,4,6751,9272,2950,2785,-1,139,11
105,Central,12.311252,76.735913,3945,64,4,2344,3804,7555,4161,-1,285,33
106,North,12.319673,76.689576,4712,87,4,2588,1210,7237,5661,-1,350,39
107,West,12.257094,76.687051,4949,26,3,7916,1747,3886,-1,-1,245,74
108,East,12.222444,76.847808,4837,3,5,6484,4497,132,9272,803,360,96
109,West,12.299852,76.82088,3770,78,2,3588,3115,-1,-1,-1,367,33
110,South,12.238474,76.821021,645,40,3,546,9495,5977,-1,-1,424,17
111,North,12.322888,76.648016,6807,23,1,2165,-1,-1,-1,-1,452,70
112,East,12.209256,76.824046,2695,33,3,4835,5549,1886,-1,-1,289,10
113,South,12.276245,76.617684,6511,72,2,1479,6464,-1,-1,-1,57,34
114,Central,12.087077,76.660576,4295,75,3,6086,1775,3830,-1,-1,291,4
115,Central,12.31527,76.718422,9995,29,5,1035,7606,4951,6689,1911,121,6
116,North,12.141309,76.697787,1592,31,4,2222,6367,7432,6078,-1,393,96
117,Central,12.175738,76.772681,2531,54,5,1622,8017,6686,4583,536,403,48
118,South,12.183015,76.835167,5942,13,5,6018,8920,5876,992,6523,191,25
119,North,12.334703,76.797257,1501,85,1,9783,-1,-1,-1,-1,60,7
120,East,12.123071,76.587777,9250,27,0,-1,-1,-1,-1,-1,474,98
121,Central,12.112147,76.614785,3817,43,1,9764,-1,-1,-1,-1,51,36
122,South,12.346258,76.712065,2858,15,5,422,2159,243,5869,3898,351,42
123,North,12.102274,76.56572,6897,68,0,-1,-1,-1,-1,-1,431,9
124,West,12.184483,76.658612,9726,14,3,8254,3629,710,-1,-1,422,85
125,Central,12.140489,76.743002,510,8,3,6580,6984,1768,-1,-1,301,92
126,West,12.072047,76.574237,9966,19,0,-1,-1,-1,-1,-1,114,36
127,Central,12.239923,76.714507,5327,49,4,8692,4831,7433,8282,-1,359,56
128,North,12.287929,76.584324,9033,93,1,7046,-1,-1,-1,-1,281,30
129,West,12.151679,76.68605,6815,94,0,-1,-1,-1,-1,-1,210,55
130,East,12.249532,76.66229,2500,88,3,1099,1494,1398,-1,-1,97,56
131,North,12.273377,76.661794,2131,72,0,-1,-1,-1,-1,-1,350,72
132,Central,12.148894,76.586669,5793,86,3,842,4712,9837,-1,-1,209,46
133,North,12.223376,76.613822,7900,29,0,-1,-1,-1,-1,-1,229,72
134,East,12.084466,76.63357,3705,55,4,9121,430,9977,4381,-1,64,24
135,East,12.26081,76.642695,5567,45,0,-1,-1,-1,-1,-1,142,19
136,Central,12.247203,76.570876,502,12,5,8691,3524,6163,6878,7432,224,21
137,East,12.143491,76.647315,9299,77,0,-1,-1,-1,-1,-1,76,20
138,South,12.276331,76.564929,1336,35,3,6947,7957,9946,-1,-1,276,54
139,East,12.114671,76.703704,5655,56,0,-1,-1,-1,-1,-1,195,87
140,Central,12.19599,76.75014,744,29,3,9819,897,125,-1,-1,154,39
141,South,12.280205,76.779248,4742,42,0,-1,-1,-1,-1,-1,53,64
142,West,12.102708,76.664062,3770,65,4,5802,1180,6505,693,-1,273,3
143,West,12.326349,76.808633,9433,55,4,6626,6843,4743,1887,-1,257,3
144,East,12.101562,76.834284,7538,89,2,1443,7155,-1,-1,-1,482,14
145,South,12.180703,76.670135,1288,51,2,5562,3630,-1,-1,-1,220,100
146,South,12.072914,76.739967,8693,66,1,5724,-1,-1,-1,-1,229,94
147,South,12.120881,76.593933,3232,23,4,2504,1234,2902,8095,-1,287,97
148,Central,12.277963,76.684672,9248,83,5,5295,5179,2473,7205,1118,290,57
149,East,12.288899,76.727426,5766,65,0,-1,-1,-1,-1,-1,208,60
150,West,12.061282,76.660621,4703,10,5,1479,9733,8307,6299,7581,347,71
151,North,12.18492,76.792945,3084,42,4,7792,8214,2471,1013,-1,280,14
152,East,12.344716,76.575299,2827,6,1,7172,-1,-1,-1,-1,274,68
153,Central,12.232942,76.659169,4634,50,3,5543,9795,857,-1,-1,454,81
154,East,12.069774,76.578352,6333,37,2,9874,2463,-1,-1,-1,220,11
155,Central,12.249084,76.825024,5082,84,5,6421,2112,9749,1388,5072,336,49
156,East,12.293955,76.751035,8624,12,5,6937,8331,5928,298,5940,208,24
157,South,12.15252,76.779847,3145,29,1,2538,-1,-1,-1,-1,89,38
158,North,12.202307,76.711931,8626,5,5,5517,2147,9785,6172,2527,133,24
159,Central,12.292713,76.599662,7170,6,3,5968,3891,7277,-1,-1,362,37
160,West,12.120201,76.621751,7684,25,2,9345,7218,-1,-1,-1,286,99
161,East,12.283437,76.700872,6859,21,1,9906,-1,-1,-1,-1,120,33
162,North,12.242354,76.812235,9085,14,5,8452,2042,4670,1374,2626,189,58
163,Central,12.094205,76.681242,3637,58,2,436,6797,-1,-1,-1,77,51
164,Central,12.162188,76.66585,1337,48,1,461,-1,-1,-1,-1,213,13
165,East,12.287414,76.59128,4700,61,5,2273,7685,7349,86,1298,59,33
166,South,12.300489,76.714641,9975,68,3,1821,4720,3893,-1,-1,204,16
167,North,12.121532,76.741686,7489,9,0,-1,-1,-1,-1,-1,478,64
168,Central,12.210816,76.739586,9421,31,5,2352,4772,7032,25,5780,173,74
169,West,12.106194,76.750464,8576,47,0,-1,-1,-1,-1,-1,319,70
170,Central,12.285924,76.702287,333,50,3,713,6338,6116,-1,-1,179,96
171,North,12.157128,76.570268,3950,94,5,1698,9533,5447,2185,726,230,70
172,East,12.294053,76.602527,7612,90,3,2986,2209,1033,-1,-1,416,100
173,West,12.061095,76.610477,3268,6,2,5080,8444,-1,-1,-1,253,70
174,West,12.125994,76.775987,3131,37,2,783,5438,-1,-1,-1,189,16
175,East,12.181085,76.670007,7204,50,2,3060,8129,-1,-1,-1,404,64
176,East,12.327293,76.705783,1353,94,3,1293,7055,9870,-1,-1,471,24
177,Central,12.13813,76.580779,5372,85,2,5021,7305,-1,-1,-1,358,92
178,West,12.099993,76.683173,7325,6,5,5776,7126,4498,939,1229,393,82
179,West,12.158993,76.790329,2621,4,1,9954,-1,-1,-1,-1,397,57
180,North,12.087869,76.620799,6001,47,3,9293,530,9913,-1,-1,128,87
181,West,12.334647,76.661604,1259,74,1,8674,-1,-1,-1,-1,237,51
182,East,12.244868,76.624883,1858,4,5,3048,8176,8482,6340,9202,110,34
183,East,12.261211,76.614371,4678,89,3,3279,2009,2223,-1,-1,486,10
184,West,12.101797,76.764011,1438,88,2,5692,1063,-1,-1,-1,331,70
185,East,12.3174,76.805409,2852,47,4,3673,1988,3292,2275,-1,171,64
186,North,12.158269,76.721683,7657,71,1,1412,-1,-1,-1,-1,83,40
187,West,12.349879,76.765661,8612,53,3,9419,1208,2053,-1,-1,212,83
188,North,12.184992,76.754033,5644,17,4,9630,2981,2114,7088,-1,307,8
189,North,12.205431,76.641237,2653,42,5,3694,5669,8501,4653,1292,178,26
190,Central,12.132335,76.737507,8740,12,4,2762,9696,9513,2526,-1,137,85
191,Central,12.26619,76.731542,9234,6,0,-1,-1,-1,-1,-1,91,6
192,Central,12.129397,76.613243,9373,54,4,496,8159,8938,4745,-1,378,39
193,West,12.123463,76.792205,6653,39,3,1195,981,2589,-1,-1,275,54
194,West,12.189333,76.652058,2353,41,5,5231,5658,6532,2142,6070,313,72
195,North,12.145735,76.689942,4382,58,1,2308,-1,-1,-1,-1,99,7
196,East,12.333615,76.809249,6850,32,1,5364,-1,-1,-1,-1,345,93
197,East,12.10695,76.597803,8433,60,3,5055,8148,379,-1,-1,96,51
198,Central,12.187169,76.622219,9557,46,0,-1,-1,-1,-1,-1,75,37
199,West,12.229256,76.802855,7710,37,4,133,1761,7060,2194,-1,185,94
200,East,12.279157,76.659781,6563,7,4,9204,3189,5939,9064,-1,197,10
201,West,12.201277,76.779321,4582,80,5,1946,2108,1584,6453,6114,456,44
202,Central,12.331685,76.77649,3261,78,4,6576,8193,659,742,-1,69,18
203,East,12.29119,76.7058,2440,78,4,2290,5373,5218,2662,-1,251,79
204,East,12.228117,76.702194,8351,69,3,9222,4911,7780,-1,-1,467,3
205,East,12.149372,76.582881,6824,75,2,436,9779,-1,-1,-1,292,34
206,Central,12.22329,76.76642,9560,62,1,8589,-1,-1,-1,-1,372,93
207,Central,12.282382,76.664057,3968,5,4,1800,3125,310,7225,-1,210,54
208,South,12.173888,76.611168,8221,100,4,7726,1020,2262,8498,-1,156,72
209,East,12.349437,76.693511,6173,41,1,7531,-1,-1,-1,-1,322,44
210,Central,12.156286,76.781597,4331,79,3,3150,4038,4571,-1,-1,335,39
211,South,12.332446,76.844678,4735,91,1,8011,-1,-1,-1,-1,212,62
212,East,12.218146,76.830346,4480,37,0,-1,-1,-1,-1,-1,343,87
213,Central,12.163908,76.844048,5654,99,1,4758,-1,-1,-1,-1,71,37
214,North,12.153909,76.682713,4201,96,3,3505,3310,8824,-1,-1,188,72
215,East,12.091182,76.734703,9614,31,1,831,-1,-1,-1,-1,392,68
216,South,12.241383,76.565747,6771,43,5,7739,1647,2252,84,9016,130,53
217,West,12.193235,76.609837,4706,42,2,969,1465,-1,-1,-1,383,74
218,South,12.210546,76.766935,611,23,3,2880,595,6504,-1,-1,453,64
219,South,12.330983,76.838639,4742,5,0,-1,-1,-1,-1,-1,202,73
220,Central,12.08219,76.844898,4662,59,5,8901,8590,8092,2198,8261,289,35
221,South,12.292644,76.649205,7518,83,2,3050,230,-1,-1,-1,427,44
222,East,12.220334,76.777185,2875,79,5,6643,7007,8442,5372,1421,255,86
223,North,12.105434,76.592184,5301,32,0,-1,-1,-1,-1,-1,183,50
224,South,12.184021,76.630098,5400,39,4,9386,187,4285,5890,-1,404,31
225,North,12.250336,76.689618,2616,52,5,8233,5095,1923,4833,6021,364,29
226,South,12.337208,76.693455,7454,96,4,6121,6813,8998,7714,-1,437,69
227,South,12.278558,76.754103,9761,11,4,7319,8653,5927,1279,-1,338,15
228,North,12.298632,76.820866,3312,74,4,2455,2695,5375,8525,-1,276,15
229,South,12.265075,76.696648,8361,58,0,-1,-1,-1,-1,-1,282,17
230,Central,12.174627,76.719173,9155,60,5,5049,356,6487,4169,49,431,28
231,Central,12.071909,76.677109,1044,70,0,-1,-1,-1,-1,-1,85,61
232,North,12.136127,76.603994,2218,99,5,6887,6135,6266,7348,6184,242,11
233,Central,12.089897,76.808086,1943,23,4,6439,8664,2086,3648,-1,477,1
234,North,12.343547,76.688901,8920,55,4,6214,3762,4055,7546,-1,227,20
235,East,12.106544,76.812562,1848,5,5,6868,256,3943,3376,1102,101,77
236,North,12.183932,76.751607,797,32,5,724,6590,7191,3839,8843,161,97
237,North,12.092041,76.848045,3836,94,4,5224,9461,9796,5253,-1,171,39
238,South,12.345709,76.706375,6775,39,2,998,9121,-1,-1,-1,352,95
239,South,12.237798,76.67816,8120,7,2,6244,8592,-1,-1,-1,213,90
240,West,12.172478,76.639967,3012,97,4,7758,3948,3692,4927,-1,489,91
241,South,12.291733,76.824422,9214,53,3,9130,8683,2196,-1,-1,248,32
242,East,12.111001,76.744012,7369,48,0,-1,-1,-1,-1,-1,324,93
243,South,12.065461,76.66315,9911,78,0,-1,-1,-1,-1,-1,497,10
244,South,12.291395,76.726275,9156,28,3,3422,5455,4967,-1,-1,57,28
245,South,12.338623,76.585195,7846,32,5,9902,3350,6498,3921,9045,214,100
246,East,12.164199,76.710095,5886,40,2,5892,8401,-1,-1,-1,304,60
247,North,12.290845,76.766724,5246,27,2,5126,6781,-1,-1,-1,73,73
248,South,12.272376,76.554866,9065,75,4,6841,4836,2497,3214,-1,218,30
249,West,12.220937,76.623719,9021,84,5,5530,4216,8005,8037,7550,136,94
250,East,12.10078,76.766094,8000,24,4,962,8584,554,1217,-1,468,86
251,North,12.279302,76.673718,3791,9,5,2474,149,3583,8285,7471,241,8
252,Central,12.241319,76.830171,7916,85,3,257,108,8719,-1,-1,332,53
253,North,12.055018,76.766658,8777,37,0,-1,-1,-1,-1,-1,307,90
254,West,12.29185,76.822932,1753,13,4,2439,3948,3144,8625,-1,179,46
255,East,12.288481,76.573706,6652,59,4,3984,3700,4914,1320,-1,384,84
256,North,12.07805,76.663779,9055,61,0,-1,-1,-1,-1,-1,376,2
257,South,12.074806,76.803599,5427,73,0,-1,-1,-1,-1,-1,320,6
258,South,12.113425,76.810435,9286,61,2,762,1218,-1,-1,-1,400,36
259,Central,12.219053,76.559871,5152,3,1,9617,-1,-1,-1,-1,123,97
260,West,12.328662,76.639783,9239,31,4,6375,8856,5435,6288,-1,436,95
261,South,12.287149,76.756793,1284,65,5,5666,879,1600,7161,3803,479,10
262,East,12.231551,76.73416,9758,51,2,485,4478,-1,-1,-1,451,58
263,West,12.118442,76.715911,6150,56,1,9598,-1,-1,-1,-1,388,49
264,North,12.28165,76.638614,4037,92,0,-1,-1,-1,-1,-1,92,35
265,South,12.164,76.785167,2527,95,3,5188,5909,1745,-1,-1,96,1
266,East,12.183421,76.778404,1674,17,0,-1,-1,-1,-1,-1,145,56
267,West,12.217096,76.703732,1692,4,0,-1,-1,-1,-1,-1,231,71
268,North,12.229077,76.785332,6311,2,2,6779,6353,-1,-1,-1,448,11
269,Central,12.321562,76.843452,9370,67,1,6237,-1,-1,-1,-1,136,18
270,East,12.140339,76.697937,1036,22,3,4521,6899,4911,-1,-1,297,10
271,East,12.12551,76.623977,8123,77,4,3203,7501,1752,2219,-1,205,1
272,West,12.149665,76.736058,5399,57,2,7055,9738,-1,-1,-1,119,39
273,East,12.230963,76.758588,7848,41,1,6524,-1,-1,-1,-1,213,38
274,West,12.340329,76.784592,5339,49,2,6437,5980,-1,-1,-1,108,73
275,South,12.227668,76.713689,9012,4,5,7563,3434,7183,4773,1133,469,53
276,West,12.091754,76.64085,4139,85,1,6932,-1,-1,-1,-1,454,49
277,North,12.18472,76.72938,9539,52,4,8300,6853,8907,602,-1,454,47
278,Central,12.228146,76.82432,1791,99,1,5816,-1,-1,-1,-1,135,83
279,Central,12.063289,76.845082,6547,97,2,7052,1735,-1,-1,-1,55,13
280,East,12.1166,76.774056,9142,75,5,9424,3621,7303,6129,6408,287,99
281,Central,12.257131,76.595223,402,62,0,-1,-1,-1,-1,-1,201,54
282,North,12.084821,76.832203,2321,45,2,5620,7460,-1,-1,-1,451,27
283,Central,12.194878,76.692849,7178,93,5,7412,5225,1100,4919,732,464,91
284,North,12.056776,76.652923,1791,87,1,3996,-1,-1,-1,-1,314,23
285,Central,12.098041,76.717955,7570,30,3,3022,3053,7080,-1,-1,252,4
286,Central,12.314929,76.684873,7037,50,0,-1,-1,-1,-1,-1,410,28
287,South,12.133503,76.761128,1025,74,0,-1,-1,-1,-1,-1,459,69
288,South,12.159738,76.609122,1867,34,5,8019,8646,5134,9780,6367,362,51
289,Central,12.08427,76.655595,7501,80,1,4873,-1,-1,-1,-1,364,76
290,North,12.251633,76.643956,3908,40,0,-1,-1,-1,-1,-1,143,48
291,South,12.203247,76.675472,2258,74,3,6931,3043,7973,-1,-1,375,69
292,South,12.216474,76.696893,2298,24,2,7389,878,-1,-1,-1,493,46
293,North,12.195383,76.608539,6290,72,4,8109,6703,8056,6809,-1,413,57
294,West,12.100176,76.719619,3613,38,0,-1,-1,-1,-1,-1,190,29
295,Central,12.136601,76.784222,9267,96,3,9006,8369,1854,-1,-1,343,15
296,East,12.282534,76.796985,6010,70,0,-1,-1,-1,-1,-1,439,93
297,West,12.213906,76.846933,1677,95,5,4055,4877,528,7368,4305,228,12
298,West,12.309587,76.585216,3882,27,5,9632,5744,9998,7015,2719,365,18
299,South,12.294059,76.791632,9340,45,4,4605,9778,8827,2758,-1,215,91
300,East,12.1368,76.630203,8428,87,0,-1,-1,-1,-1,-1,119,97
301,West,12.325631,76.847746,2078,90,1,4090,-1,-1,-1,-1,124,92
302,East,12.298545,76.778442,6434,63,1,9460,-1,-1,-1,-1,373,35
303,West,12.162552,76.572655,1525,52,4,4558,6046,7449,7996,-1,217,75
304,North,12.310672,76.80415,1526,94,3,5869,1037,8756,-1,-1,253,28
305,West,12.297454,76.698414,5289,37,2,8967,9468,-1,-1,-1,116,73
306,West,12.286491,76.818246,793,6,0,-1,-1,-1,-1,-1,370,59
307,North,12.087271,76.807295,7230,59,0,-1,-1,-1,-1,-1,269,26
308,South,12.314644,76.64056,4489,12,5,5905,4102,1350,6092,2711,76,51
309,East,12.267797,76.77657,7032,84,0,-1,-1,-1,-1,-1,410,13
310,North,12.114026,76.573382,9726,29,4,7291,152,132,5629,-1,468,16
311,West,12.258209,76.69331,3751,50,0,-1,-1,-1,-1,-1,424,14
312,North,12.144005,76.814297,2246,49,1,2340,-1,-1,-1,-1,85,68
313,Central,12.052542,76.745006,7210,45,5,3490,2480,6745,7248,3559,94,13
314,South,12.275734,76.726872,6291,45,3,5152,2290,4059,-1,-1,191,83
315,North,12.12445,76.7303,9954,37,5,439,4942,3366,8482,9943,310,25
316,West,12.138663,76.566371,3921,64,3,1847,3949,8185,-1,-1,376,77
317,North,12.208486,76.843309,5916,41,1,6337,-1,-1,-1,-1,490,73
318,West,12.159624,76.754883,7717,99,0,-1,-1,-1,-1,-1,58,76
319,North,12.054138,76.614723,990,51,4,4693,8209,6806,6939,-1,409,52
320,North,12.242161,76.711297,2501,36,0,-1,-1,-1,-1,-1,208,11
321,Central,12.326277,76.842294,2545,69,2,6401,9608,-1,-1,-1,374,98
322,North,12.143051,76.681246,3909,8,1,1412,-1,-1,-1,-1,272,15
323,West,12.233689,76.566509,2877,16,0,-1,-1,-1,-1,-1,412,18
324,North,12.09915,76.835905,8568,67,5,4247,2735,6092,2079,4403,425,16
325,North,12.150503,76.678797,8582,9,2,9447,1262,-1,-1,-1,304,59
326,Central,12.158037,76.699883,9287,22,2,2577,4179,-1,-1,-1,445,14
327,Central,12.252236,76.5846,8336,1,0,-1,-1,-1,-1,-1,489,2
328,South,12.063794,76.659193,2458,23,0,-1,-1,-1,-1,-1,333,92
329,West,12.117355,76.624479,5241,35,0,-1,-1,-1,-1,-1,342,48
330,North,12.200612,76.820582,2938,29,4,752,6568,1129,7620,-1,493,37
331,East,12.14819,76.715927,130,48,1,4777,-1,-1,-1,-1,338,39
332,Central,12.122775,76.660482,8083,99,1,8954,-1,-1,-1,-1,439,32
333,South,12.051913,76.673011,3817,70,2,157,5488,-1,-1,-1,50,98
334,West,12.304702,76.768165,1703,27,4,3902,6878,8061,981,-1,122,92
335,East,12.077908,76.826382,8515,53,5,6102,7511,1391,9515,1565,308,18
336,West,12.072449,76.720346,7126,85,1,3879,-1,-1,-1,-1,199,34
337,East,12.327813,76.667886,5345,41,3,4455,3827,1223,-1,-1,153,18
338,Central,12.082692,76.581697,7365,60,2,6660,1978,-1,-1,-1,324,46
339,South,12.185575,76.689004,1964,12,1,4984,-1,-1,-1,-1,473,91
340,Central,12.062099,76.800777,5370,19,0,-1,-1,-1,-1,-1,414,32
341,East,12.168873,76.564685,4896,34,1,509,-1,-1,-1,-1,257,58
342,Central,12.274424,76.624956,7570,14,1,1989,-1,-1,-1,-1,56,8
343,South,12.089215,76.797102,6098,88,5,1376,9540,9602,4240,1228,61,9
344,South,12.320749,76.683029,2110,12,2,2007,699,-1,-1,-1,286,7
345,South,12.32724,76.679947,6471,64,0,-1,-1,-1,-1,-1,245,88
