BinID,Zone,Latitude,Longitude,WasteType,RouteID,NearbyPopulation,SensorStatus
56,North,12.2118,76.7538,recyclable,377,6743,OK
57,South,12.211,76.7566,hazardous,916,703,OK
58,West,12.2058,76.7171,organic,317,6002,OK
59,South,12.2055,76.709,organic,434,7588,OK
60,South,12.1664,76.7534,other,104,3761,OK
61,Central,12.2415,76.7205,organic,287,955,OK
62,North,12.1957,76.7699,ewaste,287,119,OK
63,Central,12.2049,76.747,other,816,7548,OK
64,West,12.2583,76.7091,organic,424,6113,OK
65,North,12.2325,76.7993,recyclable,114,1179,OK
66,North,12.1923,76.7339,organic,200,6917,OK
67,North,12.2227,76.7436,other,117,1749,OK
68,East,12.2643,76.7926,recyclable,178,3848,OK
69,East,12.2116,76.7077,recyclable,112,1185,OK
70,East,12.1585,76.781,recyclable,144,8058,FAULT
71,East,12.2337,76.7369,recyclable,929,2816,FAULT
72,East,12.2188,76.7669,organic,628,3066,OK
73,East,12.1627,76.723,organic,623,5818,OK
74,South,12.2527,76.7654,organic,902,4088,OK
75,West,12.2574,76.7992,organic,626,2172,OK
76,North,12.242,76.7196,recyclable,857,2952,OK
77,Central,12.2697,76.744,other,125,2729,OK
78,North,12.2023,76.7795,ewaste,83,5207,OK
79,Central,12.205,76.785,recyclable,947,6506,OK
80,West,12.1595,76.792,organic,88,6157,OK
81,West,12.2151,76.7152,organic,523,7555,OK
82,Central,12.2243,76.7992,other,619,4665,OK
83,North,12.1578,76.7749,organic,188,4685,OK
84,Central,12.2022,76.7907,organic,377,3311,OK
85,South,12.2023,76.7061,ewaste,354,5021,OK
86,South,12.2179,76.7945,organic,654,3693,OK
87,West,12.1764,76.7745,organic,468,6659,OK
88,East,12.1752,76.7227,organic,198,1704,OK
89,North,12.2288,76.7353,other,90,3474,OK
90,South,12.2563,76.7708,organic,91,6032,OK
91,East,12.2055,76.7481,organic,308,7422,OK
92,Central,12.2356,76.7716,other,309,1730,OK
93,West,12.1965,76.7214,recyclable,944,4521,OK
94,Central,12.1759,76.7542,organic,704,6103,OK
95,East,12.1741,76.7034,organic,57,3740,OK
96,Central,12.2282,76.7251,recyclable,79,344,OK
97,North,12.2192,76.7032,organic,732,7189,OK
98,South,12.2069,76.7885,other,458,4324,OK
99,East,12.2224,76.7273,other,120,4671,OK
100,West,12.1975,76.7029,organic,484,4355,OK
101,East,12.2052,76.7543,other,699,8167,OK
102,South,12.1642,76.7263,other,514,5227,OK
103,North,12.1805,76.7848,other,916,3375,OK
104,South,12.2521,76.7295,organic,968,609,OK
105,South,12.2576,76.7738,recyclable,386,5517,OK
106,North,12.2036,76.7815,organic,512,8704,OK
107,East,12.1802,76.76,other,106,8712,OK
108,South,12.2493,76.7008,organic,273,4634,OK
109,West,12.2228,76.7731,organic,949,1941,OK
110,South,12.2359,76.7799,recyclable,739,3098,OK
111,Central,12.1708,76.7532,organic,538,1598,OK
112,West,12.1874,76.7585,organic,430,5324,OK
113,Central,12.2204,76.7056,recyclable,4,2864,OK
114,South,12.1667,76.7009,recyclable,93,6598,OK
115,East,12.2138,76.7668,other,159,4834,OK
116,North,12.2688,76.7698,other,649,668,OK
117,South,12.2516,76.7627,other,626,1532,OK
118,South,12.1539,76.7087,organic,131,5564,OK
119,South,12.177,76.7497,organic,428,2236,OK
120,South,12.1628,76.7762,organic,99,3663,OK
121,East,12.2249,76.7578,organic,679,6396,OK
122,South,12.2629,76.7891,hazardous,662,1360,OK
123,Central,12.158,76.7576,organic,274,3304,FAULT
124,South,12.2398,76.7241,organic,385,7106,OK
125,East,12.2476,76.717,organic,195,3646,OK
126,North,12.1606,76.792,organic,504,4351,OK
127,West,12.2549,76.7192,recyclable,721,3505,OK
128,North,12.2179,76.7049,recyclable,798,4466,OK
129,West,12.2373,76.7092,ewaste,611,7383,OK
130,East,12.2339,76.7342,organic,596,7550,OK
131,Central,12.1878,76.726,organic,794,7728,OK
132,East,12.2284,76.7309,organic,745,4598,FAULT
133,Central,12.2243,76.7891,other,114,600,OK
134,South,12.2423,76.7044,recyclable,361,3016,OK
135,South,12.2458,76.79,organic,963,6833,OK
136,North,12.2659,76.7234,organic,974,4736,OK
137,West,12.2166,76.7059,organic,320,640,OK
138,South,12.2242,76.7718,recyclable,855,2391,OK
139,East,12.2344,76.7828,recyclable,615,6145,OK
140,East,12.1866,76.7073,organic,425,5948,OK
141,East,12.2592,76.73,organic,332,1136,FAULT
142,South,12.2211,76.7158,other,325,3288,OK
143,West,12.1972,76.7559,organic,856,4752,OK
144,North,12.2425,76.7702,ewaste,239,8805,OK
145,Central,12.2437,76.7755,organic,746,690,OK
146,South,12.2464,76.7412,recyclable,65,8479,OK
147,West,12.1804,76.7142,other,117,4736,OK
148,North,12.1857,76.7921,recyclable,172,3198,OK
149,North,12.1673,76.7758,recyclable,932,4600,OK
150,West,12.1635,76.7599,recyclable,166,7614,OK
151,North,12.1702,76.734,organic,504,2005,OK
152,East,12.1919,76.7482,recyclable,43,4516,OK
153,East,12.167,76.7444,hazardous,245,5598,OK
154,South,12.1853,76.7977,organic,851,4331,OK
155,West,12.2597,76.7895,other,286,2676,FAULT
156,East,12.2114,76.7475,recyclable,402,4362,FAULT
157,North,12.1809,76.7113,hazardous,194,7289,OK
158,West,12.2602,76.7151,organic,87,8998,OK
159,North,12.2065,76.7527,organic,382,5328,OK
160,North,12.2404,76.7346,other,34,7369,OK
161,South,12.2224,76.7609,other,484,4007,OK
162,East,12.1997,76.707,other,304,5279,OK
163,South,12.2342,76.7448,recyclable,60,321,OK
164,Central,12.2508,76.7649,recyclable,512,7713,OK
165,North,12.1981,76.7624,organic,625,3194,OK
166,Central,12.2618,76.7847,recyclable,591,8259,OK
167,Central,12.2398,76.7223,recyclable,234,5497,OK
168,West,12.2608,76.7459,organic,749,4640,OK
169,North,12.1569,76.7765,organic,4,2754,OK
170,North,12.1612,76.765,organic,517,1870,OK
171,Central,12.1875,76.7284,organic,464,1060,OK
172,West,12.2534,76.7778,organic,420,5297,OK
173,West,12.2136,76.7753,other,367,8007,OK
174,North,12.1725,76.7408,other,267,5257,OK
175,South,12.2639,76.7309,organic,363,212,OK
176,North,12.2634,76.7327,recyclable,125,8639,OK
177,Central,12.1724,76.7224,organic,490,7516,OK
178,South,12.2338,76.7852,organic,521,2922,OK
179,South,12.174,76.7722,organic,714,5134,OK
180,West,12.2342,76.7744,organic,531,5132,OK
181,North,12.2632,76.7295,recyclable,35,2794,OK
182,West,12.1708,76.75,hazardous,588,5605,OK
183,Central,12.1745,76.7524,other,69,3895,OK
184,West,12.1561,76.7658,organic,387,1331,OK
185,West,12.2609,76.7586,recyclable,497,762,OK
186,East,12.2591,76.7106,recyclable,306,2956,OK
187,South,12.2306,76.7019,organic,293,3932,OK
188,East,12.262,76.752,organic,867,6841,FAULT
189,Central,12.1801,76.7697,recyclable,621,3784,OK
190,West,12.1744,76.7066,organic,28,4939,OK
191,South,12.1562,76.702,organic,685,2981,OK
192,South,12.1727,76.723,other,661,7797,OK
193,West,12.2258,76.7084,organic,224,3606,OK
194,South,12.265,76.7167,recyclable,17,4481,OK
195,Central,12.1913,76.7493,recyclable,956,6982,OK
196,East,12.253,76.7982,recyclable,938,8135,OK
197,East,12.1534,76.7878,recyclable,380,9000,OK
198,East,12.2395,76.705,other,924,4677,OK
199,Central,12.2299,76.7867,organic,550,811,OK
200,North,12.1889,76.7264,organic,188,8850,FAULT
201,North,12.2272,76.7207,organic,744,319,FAULT
202,East,12.2044,76.7442,organic,683,565,OK
203,West,12.2459,76.7947,recyclable,695,4954,OK
204,South,12.1615,76.72,organic,499,462,OK
205,Central,12.2472,76.7615,other,20,1223,FAULT
206,North,12.1693,76.7627,organic,321,1426,OK
207,Central,12.2256,76.7115,recyclable,954,1037,OK
208,East,12.2286,76.7939,ewaste,809,3419,OK
209,West,12.2546,76.7641,other,325,1472,OK
210,South,12.2362,76.7054,other,730,2767,OK
211,East,12.1501,76.7602,recyclable,614,7921,OK
212,East,12.2642,76.7743,organic,11,2901,OK
213,East,12.255,76.7096,organic,65,8749,OK
214,West,12.177,76.7199,organic,966,8718,OK
215,South,12.204,76.7324,organic,202,6155,OK
216,South,12.231,76.7853,organic,292,6377,OK
217,North,12.1954,76.7643,organic,346,1936,OK
218,West,12.2135,76.7673,recyclable,435,478,FAULT
219,East,12.1808,76.7138,recyclable,15,6762,OK
220,Central,12.2219,76.7321,hazardous,996,6491,OK
221,South,12.2518,76.7778,recyclable,635,3180,OK
222,Central,12.159,76.7633,recyclable,859,4548,OK
223,North,12.2108,76.7272,recyclable,566,8992,OK
224,West,12.1687,76.7563,organic,318,8804,OK
225,West,12.178,76.7484,recyclable,752,5922,OK
226,Central,12.2448,76.7133,hazardous,220,7683,OK
227,North,12.1989,76.7567,other,148,6843,OK
228,East,12.2282,76.7116,organic,942,3148,OK
229,North,12.2028,76.7647,organic,622,3867,OK
230,South,12.1923,76.7319,organic,532,1083,OK
231,North,12.1633,76.7009,hazardous,813,4522,OK
232,North,12.1691,76.7149,recyclable,970,697,OK
233,North,12.1717,76.7414,ewaste,180,7967,OK
234,South,12.2415,76.7955,organic,728,6883,OK
235,South,12.249,76.7342,organic,275,784,OK
236,South,12.17,76.7658,organic,594,5818,OK
237,West,12.2595,76.7661,recyclable,491,2565,OK
238,North,12.2379,76.7038,organic,271,8289,OK
239,Central,12.1713,76.7175,ewaste,493,7810,OK
240,Central,12.1899,76.7553,other,646,5575,OK
241,South,12.1652,76.7614,recyclable,587,6683,OK
242,Central,12.1857,76.7053,organic,393,2888,OK
243,East,12.1546,76.731,recyclable,763,5122,OK
244,East,12.2245,76.7065,organic,29,7343,OK
245,North,12.2577,76.7581,ewaste,484,1500,OK
246,West,12.243,76.7644,organic,933,3978,OK
247,East,12.2338,76.7562,recyclable,775,101,OK
248,West,12.1825,76.7291,organic,156,3452,OK
249,West,12.2333,76.7028,organic,93,708,OK
250,East,12.1768,76.7746,recyclable,187,6998,OK
251,South,12.2268,76.7148,organic,0,531,OK
252,West,12.2441,76.7055,organic,92,502,OK
253,East,12.2377,76.737,organic,893,211,OK
254,South,12.2071,76.7682,other,376,5594,OK
255,Central,12.2406,76.7884,recyclable,245,2943,OK
256,West,12.187,76.7128,hazardous,95,8307,OK
257,North,12.1948,76.7605,other,746,5222,FAULT
258,East,12.2461,76.7652,ewaste,544,3215,OK
259,North,12.2028,76.7018,recyclable,147,5226,OK
260,West,12.2307,76.7062,organic,51,8747,OK
261,West,12.1939,76.7243,organic,136,462,OK
262,West,12.1925,76.7408,organic,819,6792,OK
263,Central,12.1533,76.7518,organic,712,1851,OK
264,East,12.2648,76.7321,organic,110,4069,OK
265,North,12.2485,76.7391,organic,931,3317,OK
266,West,12.1881,76.7779,recyclable,769,2671,OK
267,South,12.2223,76.764,recyclable,28,4402,OK
268,North,12.2659,76.7913,organic,60,260,OK
269,East,12.2038,76.766,organic,853,8820,OK
270,West,12.2111,76.715,hazardous,182,8576,OK
271,East,12.2133,76.7529,organic,118,7311,FAULT
272,South,12.2009,76.7758,organic,711,7400,OK
273,North,12.2169,76.7906,recyclable,885,8794,OK
274,West,12.1847,76.7997,recyclable,609,2195,OK
275,North,12.2255,76.7863,other,402,3762,OK
276,West,12.2095,76.7624,organic,730,4166,OK
277,East,12.2233,76.7239,recyclable,874,2806,OK
278,South,12.2594,76.7884,other,2,1191,OK
279,South,12.2602,76.7106,hazardous,938,2380,OK
280,West,12.1667,76.7046,organic,924,3674,OK
281,West,12.2035,76.7996,organic,479,2118,OK
282,South,12.166,76.7772,recyclable,817,4741,OK
283,Central,12.1803,76.7299,organic,61,702,OK
284,East,12.2559,76.7839,recyclable,935,3390,OK
285,South,12.1722,76.7363,other,76,2458,OK
286,South,12.2349,76.7563,organic,108,4400,OK
287,North,12.1547,76.7411,hazardous,20,1648,OK
288,North,12.1533,76.7016,ewaste,167,1710,OK
289,Central,12.2576,76.7001,organic,640,1343,FAULT
290,Central,12.2269,76.7141,organic,125,3829,OK
291,South,12.1899,76.7694,organic,661,3807,OK
292,South,12.1573,76.7912,ewaste,798,3604,OK
293,Central,12.262,76.7234,organic,334,6917,OK
294,West,12.2208,76.7208,recyclable,828,6852,OK
295,North,12.2427,76.785,recyclable,758,2191,OK
296,North,12.215,76.7757,organic,976,4940,OK
297,South,12.2347,76.7253,recyclable,449,7962,OK
298,Central,12.1716,76.7925,hazardous,461,6014,FAULT
299,South,12.1626,76.7684,organic,755,329,FAULT
300,East,12.2322,76.7107,organic,309,5846,OK
301,North,12.2617,76.7311,organic,934,4265,OK
302,South,12.206,76.7969,organic,491,1722,OK
303,South,12.2566,76.7991,organic,289,5769,OK
304,West,12.2276,76.782,recyclable,992,2705,OK
305,West,12.2056,76.7849,recyclable,738,3359,OK
306,North,12.2228,76.7885,organic,22,5118,FAULT
307,West,12.1834,76.7266,recyclable,931,3916,OK
308,West,12.1734,76.7433,recyclable,467,149,OK
309,East,12.266,76.723,recyclable,509,2252,OK
310,West,12.2031,76.7018,other,176,4449,OK
311,Central,12.2418,76.7378,other,847,7940,OK
312,North,12.2134,76.7515,organic,57,3081,OK
313,Central,12.2368,76.7424,recyclable,755,503,OK
314,West,12.2092,76.773,other,359,6361,OK
315,East,12.2103,76.7011,organic,640,2393,OK
316,South,12.2341,76.7933,organic,75,1586,OK
317,East,12.2032,76.7594,recyclable,380,7072,OK
318,North,12.2673,76.7828,organic,6,8014,OK
319,East,12.2396,76.7945,organic,299,5941,OK
320,Central,12.2372,76.7531,recyclable,54,4271,OK
321,East,12.1936,76.7256,organic,251,2583,OK
322,East,12.1616,76.7106,other,549,396,OK
323,North,12.212,76.7612,recyclable,962,8107,FAULT
324,South,12.1807,76.72,organic,920,2156,OK
325,South,12.1567,76.7949,recyclable,977,432,OK
326,Central,12.2101,76.7517,organic,458,7029,OK
327,East,12.2339,76.7244,recyclable,733,3551,OK
328,West,12.2405,76.7681,other,708,4099,OK
329,West,12.1676,76.7726,recyclable,364,7415,OK
330,South,12.1866,76.7884,organic,644,6703,OK
331,South,12.183,76.774,other,188,4143,OK
332,Central,12.1782,76.7374,organic,606,8580,OK
333,South,12.2127,76.7198,recyclable,519,2274,OK
334,North,12.1829,76.775,organic,906,3922,OK
335,West,12.2417,76.7335,organic,344,6233,OK
336,South,12.1604,76.7203,organic,518,4179,OK
337,North,12.19,76.7858,other,991,6730,OK
338,West,12.1714,76.7682,organic,138,3457,OK
339,West,12.1713,76.7295,recyclable,325,6100,OK
340,East,12.241,76.7443,organic,427,4241,OK
341,Central,12.2017,76.7062,organic,641,7318,FAULT
342,West,12.254,76.7244,recyclable,687,1971,OK
343,South,12.2126,76.7003,organic,679,5972,FAULT
344,North,12.222,76.7418,other,98,8659,OK
345,Central,12.2614,76.7429,recyclable,672,5154,OK
346,South,12.2399,76.7447,recyclable,210,613,OK
347,West,12.1886,76.7393,organic,420,7222,OK
348,Central,12.2571,76.7862,recyclable,708,5631,OK
349,Central,12.1979,76.7109,other,583,4003,OK
350,East,12.2699,76.7864,organic,222,8395,OK
351,Central,12.1843,76.7145,recyclable,675,7620,OK
352,North,12.185,76.7022,recyclable,970,2845,OK
353,West,12.2559,76.7097,recyclable,355,4090,OK
354,North,12.1717,76.7905,organic,520,4300,OK
355,South,12.2091,76.748,organic,408,5497,OK
356,Central,12.1924,76.7721,organic,537,6821,OK
357,North,12.1886,76.7435,recyclable,128,3943,OK
358,East,12.1957,76.7991,other,813,8301,OK
359,East,12.1532,76.7154,organic,799,6802,OK
360,West,12.2077,76.7621,recyclable,349,1635,OK
361,East,12.2628,76.7878,recyclable,47,4796,OK
362,Central,12.1773,76.7412,hazardous,607,489,OK
363,South,12.2259,76.7548,organic,162,3056,OK
364,East,12.1885,76.7663,organic,400,5678,OK
365,Central,12.1765,76.7515,other,523,1347,OK
366,Central,12.1714,76.7901,organic,771,7364,OK
367,North,12.218,76.7705,organic,257,4824,OK
368,North,12.1828,76.7798,recyclable,895,3243,OK
369,South,12.2559,76.7377,organic,251,7724,OK
370,Central,12.204,76.7059,recyclable,168,2826,OK
371,Central,12.1629,76.7596,organic,782,3101,OK
372,South,12.1941,76.7901,other,341,4857,OK
373,South,12.1835,76.7259,recyclable,792,8450,OK
374,North,12.229,76.751,organic,911,8097,OK
375,Central,12.1902,76.7069,other,738,761,OK
376,East,12.1632,76.7981,organic,394,852,FAULT
377,North,12.2483,76.7997,recyclable,616,3926,OK
378,North,12.1962,76.7081,organic,491,6078,OK
379,South,12.2685,76.7519,organic,531,5345,OK
380,Central,12.2507,76.7118,organic,165,8499,OK
381,Central,12.1629,76.775,other,949,594,OK
382,West,12.242,76.7523,other,118,7859,OK
383,Central,12.1821,76.7972,organic,706,4804,OK
384,West,12.1532,76.7868,organic,149,3012,OK
385,Central,12.1614,76.747,organic,724,4667,OK
386,West,12.1709,76.7134,recyclable,608,7451,OK
387,South,12.1921,76.7726,organic,333,4651,OK
388,Central,12.2145,76.7415,organic,325,4784,OK
389,South,12.1628,76.7364,organic,106,5327,OK
390,South,12.1885,76.7044,recyclable,594,2007,OK
391,East,12.1614,76.7432,organic,776,2907,OK
392,West,12.2308,76.7758,organic,666,1267,OK
393,South,12.1866,76.7954,recyclable,745,8570,OK
394,North,12.2176,76.7714,organic,912,1471,OK
395,South,12.1723,76.7817,organic,606,4632,OK
396,East,12.1991,76.7821,recyclable,662,8800,OK
397,North,12.1629,76.7614,organic,545,2060,OK
398,East,12.2665,76.7832,recyclable,820,5064,OK
399,West,12.2371,76.7805,recyclable,402,6097,OK
400,East,12.24,76.7514,organic,660,8548,FAULT
401,North,12.2484,76.7062,organic,312,855,OK
402,Central,12.1992,76.7168,organic,676,1654,OK
403,South,12.1914,76.7658,other,871,7407,OK
404,South,12.1835,76.7882,organic,772,1140,OK
405,North,12.2396,76.7139,recyclable,451,643,OK
406,East,12.2289,76.7036,recyclable,805,4529,OK
407,North,12.1747,76.7666,recyclable,332,638,OK
408,Central,12.2405,76.701,other,987,3425,OK
409,North,12.2324,76.7347,recyclable,826,4008,OK
410,Central,12.1781,76.7353,recyclable,28,2619,OK
411,West,12.2399,76.7115,organic,179,811,OK
412,North,12.1776,76.7473,recyclable,966,1333,OK
413,West,12.2606,76.7429,other,429,4133,OK
414,West,12.2149,76.7656,organic,641,7918,OK
415,East,12.2284,76.7974,organic,577,409,OK
416,North,12.2329,76.7795,ewaste,123,2125,OK
417,West,12.2694,76.7267,other,540,5256,OK
418,East,12.1516,76.7998,organic,405,1514,OK
419,North,12.247,76.7273,organic,327,1694,OK
420,North,12.1894,76.7195,recyclable,360,4796,OK
421,West,12.2544,76.7891,recyclable,750,747,OK
422,North,12.1971,76.7437,other,662,3786,OK
423,North,12.2308,76.7739,organic,226,8446,OK
424,West,12.1807,76.7924,recyclable,698,3570,OK
425,West,12.2509,76.7943,recyclable,167,3293,OK
426,East,12.2603,76.7102,other,18,159,OK
427,Central,12.1795,76.7748,organic,306,3641,OK
428,South,12.1931,76.765,recyclable,104,6381,OK
429,East,12.2237,76.7928,recyclable,445,4694,OK
430,East,12.1886,76.7179,recyclable,637,863,OK
431,Central,12.1879,76.7125,organic,939,164,OK
432,Central,12.1709,76.764,other,20,5376,OK
433,Central,12.2413,76.7635,other,223,5695,OK
434,West,12.1663,76.7637,organic,869,8540,OK
435,West,12.2021,76.7469,organic,849,8294,OK
436,East,12.1574,76.7501,ewaste,890,7915,OK
437,Central,12.1832,76.7701,organic,618,643,OK
438,East,12.2251,76.7078,hazardous,69,3780,OK
439,Central,12.1934,76.7243,other,593,2588,OK
440,West,12.2236,76.7174,organic,81,110,OK
441,South,12.2287,76.7752,recyclable,88,7564,OK
442,South,12.2004,76.7495,other,526,131,OK
443,West,12.2607,76.7627,recyclable,239,4392,OK
444,Central,12.151,76.7525,ewaste,516,5027,OK
445,West,12.2371,76.7864,recyclable,583,4190,OK
446,South,12.2564,76.7366,other,169,4430,OK
447,East,12.2442,76.7202,recyclable,507,8225,OK
448,South,12.2059,76.7468,recyclable,860,461,OK
449,North,12.1954,76.7421,recyclable,984,2925,OK
450,East,12.1835,76.7057,recyclable,195,1418,FAULT
451,Central,12.2223,76.7403,organic,347,6308,OK
452,Central,12.2697,76.7017,recyclable,450,5482,OK
453,East,12.2646,76.7838,organic,300,6892,OK
454,West,12.2677,76.7901,recyclable,462,6299,OK
455,West,12.2361,76.7716,recyclable,721,4901,OK
456,North,12.2627,76.7727,organic,253,278,FAULT
457,South,12.2291,76.7629,recyclable,927,2821,OK
458,North,12.1835,76.7207,recyclable,40,143,OK
459,West,12.1622,76.7515,other,820,7701,OK
460,Central,12.2596,76.7496,organic,620,3521,OK
461,North,12.163,76.7225,organic,764,7892,FAULT
462,West,12.2233,76.7781,organic,958,8001,OK
463,West,12.2553,76.7648,organic,66,6638,OK
464,South,12.1818,76.7945,other,768,5637,OK
465,North,12.1753,76.7282,organic,607,1669,OK
466,Central,12.2313,76.7482,other,164,1568,OK
467,East,12.2624,76.7212,organic,593,1818,OK
468,Central,12.2235,76.762,recyclable,618,8967,OK
469,Central,12.2517,76.7149,organic,701,6997,OK
470,West,12.2042,76.7819,recyclable,221,8116,OK
471,Central,12.2321,76.7014,organic,356,1871,OK
472,Central,12.1984,76.7407,organic,75,6623,FAULT
473,West,12.1886,76.7071,organic,943,2926,OK
474,North,12.1533,76.7639,recyclable,630,654,OK
475,North,12.1509,76.7231,recyclable,273,1457,OK
476,North,12.256,76.7804,recyclable,222,5156,OK
477,West,12.2174,76.7682,ewaste,418,8261,OK
478,Central,12.2153,76.7451,recyclable,393,6927,OK
479,East,12.1952,76.7472,recyclable,239,3584,OK
480,East,12.1904,76.7267,recyclable,13,4614,OK
481,South,12.2261,76.7639,recyclable,46,4509,OK
482,North,12.1775,76.7165,organic,162,5247,OK
483,North,12.2476,76.7166,recyclable,549,8991,OK
484,North,12.2459,76.7788,recyclable,415,2463,OK
485,North,12.1897,76.7703,organic,938,3171,OK
486,North,12.2131,76.7077,organic,604,7664,OK
487,South,12.2425,76.7922,other,12,2982,OK
488,West,12.2202,76.7197,recyclable,207,1226,OK
489,South,12.2683,76.731,organic,934,5516,OK
490,South,12.2024,76.7167,organic,703,4550,OK
491,East,12.1711,76.7126,organic,263,8601,OK
492,East,12.2677,76.7713,recyclable,409,6784,OK
493,North,12.1794,76.742,organic,538,3096,OK
494,South,12.1511,76.728,organic,927,7000,FAULT
495,West,12.2201,76.7976,organic,809,8931,OK
496,West,12.205,76.7975,organic,168,374,OK
497,North,12.2,76.7068,recyclable,885,3815,OK
498,West,12.2606,76.7284,recyclable,350,5457,OK
499,North,12.1725,76.7288,organic,156,2073,OK
500,East,12.2584,76.7123,recyclable,944,748,OK
501,Central,12.2362,76.7995,other,413,4329,OK
502,North,12.2071,76.7823,recyclable,516,2979,OK
503,West,12.2314,76.7004,organic,768,3216,OK
504,Central,12.1591,76.7642,organic,520,8991,OK
505,South,12.1888,76.7161,other,852,7690,FAULT
506,West,12.1507,76.7731,organic,814,5827,OK
507,Central,12.1887,76.7077,organic,978,1526,OK
508,Central,12.2125,76.7188,recyclable,180,3603,OK
509,North,12.1875,76.7489,other,204,3920,OK
510,West,12.227,76.7492,organic,437,2472,OK
511,South,12.1516,76.7137,organic,548,5815,OK
512,South,12.2549,76.7377,recyclable,130,4710,OK
513,West,12.1513,76.7203,organic,850,1360,OK
514,West,12.1838,76.737,organic,366,1675,OK
515,North,12.2499,76.7082,organic,240,8696,OK
516,West,12.2352,76.7506,recyclable,276,6765,OK
517,South,12.2588,76.751,other,906,3716,OK
518,West,12.2251,76.7973,organic,229,5615,OK
519,Central,12.2012,76.7147,organic,921,3013,OK
520,Central,12.1952,76.7829,organic,980,2133,OK
521,East,12.2342,76.7277,recyclable,140,7180,OK
522,North,12.2008,76.7768,organic,340,312,OK
523,Central,12.2386,76.7576,other,536,6102,OK
524,West,12.2489,76.7066,organic,236,2676,OK
525,West,12.2337,76.7745,recyclable,792,7562,OK
526,Central,12.198,76.7148,organic,575,2617,OK
527,South,12.16,76.7894,organic,171,7146,OK
528,East,12.2212,76.7427,recyclable,249,8793,OK
529,West,12.194,76.7014,organic,849,8619,OK
530,North,12.2407,76.7751,recyclable,812,3501,OK
531,Central,12.1916,76.7715,organic,625,710,FAULT
532,Central,12.185,76.785,other,259,4615,OK
533,Central,12.2061,76.7598,recyclable,282,8749,OK
534,Central,12.231,76.7703,organic,385,7145,OK
535,North,12.1948,76.7207,organic,360,6834,FAULT
536,Central,12.1698,76.7364,other,823,5729,FAULT
537,West,12.2419,76.7989,other,527,4541,OK
538,South,12.1563,76.7723,recyclable,713,2039,OK
539,West,12.2359,76.7918,organic,487,7961,OK
540,West,12.2695,76.7948,recyclable,221,4274,OK
541,North,12.2284,76.767,recyclable,950,4433,OK
542,West,12.2335,76.7021,ewaste,151,3247,OK
